종목코드,년도,분기,배당금지급,유동자산,유동부채,영업이익(손실),수익(매출액),당기순이익(손실),자본총계,자산총계,부채총계,ATR,MARKETCAP,TSF_SLOPE,배당수익률,순이익률,자본회전율,AltmanZScore,1-부채비율,PER,PSR,PBR
084690,2021.0,2,24688577662.0,1815010000000.0,1057650000000.0,50697346406.0,1008290000000.0,75615653396.0,1385210000000.0,3368830000000.0,1983630000000.0,0.038,425497421556.87,0.104,0.058022860800580056,0.07499395352130836,0.7278968531847156,1.5637151822883206,-0.4320066993452256,5.627107648313708,0.421999049437037,0.307173997658728
086060,2021.0,2,258317610.0,40070706762.0,12492130297.0,222484363.0,16276818789.0,-569267274.0,44165171534.0,58099860738.0,13934689204.0,0.05,61135108517.2199,0.092,0.004225356203093019,-0.034974111426780474,0.3685442221472976,4.053785527969145,0.684486922160541,-107.39262787345808,3.7559617336610938,1.384237995547143
086670,2021.0,2,1221979350.0,104243000000.0,63506631973.0,1458087568.0,28862884364.0,5598711815.0,80894872803.0,181571000000.0,100677000000.0,0.046,125927413391.655,0.123,0.009703839037806986,0.1939761717641478,0.35679497802399185,2.114553177663079,-0.24454117438536072,22.492212057472187,4.362953189415862,1.556696583079771
088910,2021.0,2,0.0,104591000000.0,27585148534.0,-1660943051.0,70441002586.0,2684089273.0,190381000000.0,290542000000.0,100162000000.0,0.018,94156705341.8901,0.034,0.0,0.03810407538880568,0.3700001711620382,1.352512505848195,0.47388657481576413,35.07957290729432,1.336674690666648,0.4945724621383029
089140,2021.0,2,0.0,75187423379.0,41749779720.0,-907144949.0,4751319144.0,-6174529834.0,92303080030.0,137066000000.0,44762870224.0,0.092,456244471817.223,0.314,0.0,-1.2995401165163238,0.05147519608723505,7.213003034054588,0.5150446744631778,-73.89137053074332,96.02480026907303,4.942892759155957
090460,2021.0,2,7721550000.0,290062000000.0,240905000000.0,-1010779514.0,162373000000.0,-4698084116.0,308771000000.0,567163000000.0,258392000000.0,0.029,711689225695.845,0.059,0.010849609241239186,-0.028933899823246477,0.5258686858545654,3.141356616435852,0.16315975269698257,-151.4849900775691,4.3830515276298705,2.3049095468675653
090470,2021.0,2,0.0,52112633246.0,34772900351.0,-766208799.0,20336137633.0,-841976298.0,113795000000.0,149742000000.0,35946941123.0,0.022,138939004599.695,0.022,0.0,-0.04140296024716622,0.17870853405685663,3.180715880437975,0.6841079034843358,-165.01533942193586,6.832123538259051,1.2209581502995912
091580,2021.0,2,892121370.0,81065183876.0,80443758012.0,3408887255.0,45502798545.0,3520726514.0,83582522117.0,176848000000.0,93265490859.0,0.03,208511694225.254,-0.036,0.00427851959725696,0.07737384571013092,0.5444056651138683,2.8492084638373805,-0.11584920503410556,59.22405315951615,4.5823927514929945,2.4946809609831644
091590,2021.0,2,1174000000.0,67369040199.0,22880105898.0,-1252865147.0,30149016522.0,4004756182.0,145842000000.0,180899000000.0,35056563868.0,0.032,143815147189.677,0.111,0.00816325695131138,0.1328320669789575,0.20672382799193648,3.2291986399883017,0.759626418535127,35.911086881163094,4.770143897885818,0.9860994577703837
091700,2021.0,2,14521629600.0,298280000000.0,192586000000.0,14628580851.0,299060000000.0,26339878035.0,417151000000.0,622654000000.0,205503000000.0,0.02,612750000128.0,-0.07,0.023699109909370075,0.08807556354912058,0.7169106630452762,3.3547271446568936,0.5073654384143871,23.263205672926343,2.0489199496020865,1.4688925595959257
092070,2021.0,2,2152365600.0,59450079832.0,38483957678.0,2538764063.0,30316074703.0,3512651164.0,116428000000.0,159548000000.0,43119870018.0,0.041,293346326504.46,0.011,0.007337284995683338,0.11586761143758487,0.26038474166867076,5.1091757207094455,0.6296434704881988,83.51137440314868,9.676263479962703,2.5195485536855386
092130,2021.0,2,8430520000.0,68409708845.0,14881611954.0,12294677369.0,21012737216.0,9626228129.0,61555760552.0,76655442670.0,15099682118.0,0.014,259539533824.0,-0.011,0.03248260438703315,0.4581139539341013,0.3413610201152373,12.4591571513042,0.7546991218596941,26.961706116449758,12.351533793816042,4.216332175844871
092300,2021.0,2,1503071000.0,85969111364.0,82303038760.0,1445591448.0,45462960554.0,-7068777200.0,67051702101.0,186433000000.0,119382000000.0,0.073,128468923067.317,0.262,0.011699880127526244,-0.15548431324888856,0.678028433722967,2.0865123708320197,-0.7804469724001168,-18.174136690475546,2.8257931622100187,1.915988174185575
092460,2021.0,2,1087702400.0,53499617738.0,41621274319.0,2629130212.0,16136229340.0,1607745853.0,90777481225.0,176526000000.0,85748970054.0,0.043,103119403081.881,0.242,0.01054798968469901,0.09963578349835228,0.17775586105991342,1.5558780788921645,0.05539381687112899,64.13911930760925,6.390551405107942,1.1359636148398227
093190,2021.0,2,2458829700.0,125194000000.0,14997285250.0,4262621881.0,25406661783.0,8615280834.0,184709000000.0,206386000000.0,21676921105.0,0.025,120243107823.241,0.198,0.020448820265145783,0.3390953485972967,0.13754966884667233,4.349147736675316,0.8826428538674347,13.956957427168764,4.732739344123421,0.6509864514650878
093320,2021.0,2,2437402000.0,84345879630.0,10931744206.0,4470306993.0,21129690540.0,7991654929.0,118898000000.0,143396000000.0,24498173861.0,0.028,332815771118.809,-0.169,0.007323577220533497,0.37821921309596235,0.17771274992009958,9.213997400738227,0.7939563839509496,41.64541313102647,15.75109538347309,2.799174568000291
093520,2021.0,2,1202808400.0,128795000000.0,74858900256.0,4425743129.0,32469433951.0,15364536828.0,70334452750.0,147716000000.0,77381057295.0,0.046,116859062878.208,0.25,0.01029281230205981,0.4732000210162826,0.4616433722234371,2.980565379624975,-0.10018709564780104,7.6057654185348795,3.5990483558956203,1.6614652459210815
094820,2021.0,2,4240674030.0,89289086086.0,40976604866.0,6961433904.0,52045579293.0,4588485645.0,106200000000.0,166061000000.0,59860844347.0,0.069,171897187745.866,1.175,0.024669827852387218,0.08816283164355401,0.49007136810734464,3.165404471778834,0.43633856547080985,37.46272758490149,3.3028201449759966,1.6186152147227117
097520,2021.0,2,8816741000.0,232681000000.0,173929000000.0,-709482348.0,188825000000.0,11220403063.0,259436000000.0,442916000000.0,183481000000.0,0.027,852143401886.166,-0.195,0.010346546110061635,0.05942223255924798,0.7278288286899274,4.387798435868873,0.2927697004270803,75.94588154289784,4.512873834959174,3.28461233791187
098120,2021.0,2,207819150.0,28608657306.0,7231111618.0,1424727421.0,14717378769.0,2389620435.0,36679829915.0,45476615200.0,8796785285.0,0.049,64756455615.2138,0.352,0.0032092421987218096,0.1623672579544793,0.40123901346067625,5.8213487776373904,0.7601737711056669,27.099055007542987,4.399999254732356,1.7654513601965212
099320,2021.0,2,2429570980.0,183082000000.0,23136026528.0,3129025755.0,22515981368.0,-13003296960.0,117260000000.0,223669000000.0,106410000000.0,0.033,599034794325.967,-0.07,0.0040558094504906834,-0.5775141108652919,0.192017579464438,4.651592333299569,0.0925294217977145,-46.06791617300471,26.604871648069622,5.10864662265555
100220,2021.0,2,1837727250.0,108147000000.0,45470625283.0,-7964620851.0,33635244471.0,-5231277791.0,195891000000.0,254073000000.0,58181805835.0,0.073,182604182250.112,0.81,0.01006399320845168,-0.15552964972531594,0.171703878539596,2.673379970255777,0.70298887730932,-34.90622932780745,5.428953620585444,0.9321714691080177
100250,2021.0,2,9654595740.0,152119000000.0,107440000000.0,2042893875.0,57027105520.0,12341738600.0,391356000000.0,559593000000.0,168237000000.0,0.022,180262111314.427,0.133,0.05355865228472618,0.21641881500844584,0.1457167017242613,1.3518434701727982,0.5701177444577316,14.605892828942837,3.1609900181801653,0.4606090396325264
101490,2021.0,2,1666421600.0,92875957914.0,16528570088.0,2757167183.0,22541417238.0,6711496899.0,169588000000.0,192619000000.0,23031165356.0,0.032,699317065931.187,-0.186,0.0023829271173027205,0.2977406801062115,0.13291870437766823,19.08137301675625,0.8641934255018043,104.19688430987487,31.023651199370388,4.123627543209089
102710,2021.0,2,2138675400.0,188448000000.0,119571000000.0,5411896615.0,121188000000.0,6178524977.0,322132000000.0,503264000000.0,181132000000.0,0.028,508646851304.727,-0.212,0.004204637057152908,0.05098297667260785,0.37620602734282843,2.7431535920911756,0.43770876535085,82.32496480927101,4.197171760444326,1.5790013140722654
104830,2021.0,2,2521600000.0,122897000000.0,56271284583.0,12201465301.0,72445702620.0,33528331478.0,370845000000.0,430707000000.0,59862458289.0,0.027,445062266198.313,-0.153,0.005665724082922845,0.4628063537994298,0.19535305213768556,5.2478493014433365,0.8385782246248432,13.274214569560245,6.143390844489445,1.2001316350643527
105740,2021.0,2,1267376390.0,69424797920.0,34839001274.0,2665672479.0,24253804529.0,3720426096.0,93887668629.0,150440000000.0,56552022319.0,0.031,126956411870.968,-0.045,0.009982767875387787,0.1533955669326653,0.2583279027285218,2.44464882331215,0.3976629397150434,34.12415906002397,5.234494725112823,1.3522115930787593
107590,2021.0,2,1379608642.0,132348000000.0,97364669551.0,10618201306.0,103451000000.0,24492606428.0,229022000000.0,404213000000.0,175191000000.0,0.041,290000070193.548,0.026,0.004757270027828752,0.23675562757247393,0.45170769620385814,2.065951218458773,0.23504728803346409,11.840310709521681,2.8032601926858898,1.2662542034981268
109860,2021.0,2,1931100000.0,41772467242.0,10917171870.0,438347675.0,16032166795.0,6078390064.0,132543000000.0,147880000000.0,15337065618.0,0.026,104863320538.532,0.132,0.018415400066321738,0.37913715230904943,0.12095823087601759,4.662868893817831,0.8842861138045767,17.251824814533983,6.540807732317009,0.7911649234828844
112610,2021.0,2,17285688000.0,1015340000000.0,334391000000.0,28231115094.0,278951000000.0,23235254163.0,955853000000.0,1393540000000.0,437690000000.0,0.041,3268283142417.07,0.003,0.005288919976258946,0.08329510976121254,0.2918346231062726,5.957565736662747,0.5420948618668352,140.66052901721685,11.716334203559299,3.4192427079741274
114090,2021.0,2,0.0,262644000000.0,118141000000.0,-25900909630.0,32978073636.0,-55485071264.0,430905000000.0,634758000000.0,203853000000.0,0.028,1029897249143.78,0.144,0.0,-1.6824836973931245,0.07653212108469384,3.705685169512289,0.5269189264455043,-18.561700033572837,31.229757702387708,2.390079597924786
119860,2021.0,2,7775893200.0,131785000000.0,18147133462.0,7982904053.0,44010267648.0,14244927676.0,143209000000.0,163286000000.0,20076923811.0,0.021,1421112994383.95,-0.154,0.0054716924204685335,0.3236728253945837,0.307314956797408,44.02499362431166,0.8598068291029195,99.76273847836066,32.29048743239195,9.92334447090796
120110,2021.0,2,30097171517.0,2046720000000.0,2023070000000.0,103610000000.0,1184090000000.0,129618000000.0,2458490000000.0,5292130000000.0,2833640000000.0,0.035,2223543758144.24,0.152,0.01353567763474957,0.10946634124095297,0.4816330349116734,1.7584584020243184,-0.15259366521726747,17.154590860407044,1.8778502969742505,0.9044347376414955
121600,2021.0,2,1055996400.0,71319923675.0,8822004521.0,1108084140.0,14631057088.0,3497991643.0,95375163145.0,109184000000.0,13808672523.0,0.032,380604500690.242,0.039,0.0027745242057960607,0.23907989846263117,0.15340531649477998,17.602092911525027,0.8552173116390217,108.80657804082753,26.013465630067397,3.990597052283
122450,2021.0,2,0.0,176851000000.0,178335000000.0,24767430570.0,77344935445.0,12795193959.0,424105000000.0,747738000000.0,323633000000.0,0.042,627903299584.0,0.061,0.0,0.16543027523888315,0.18237213766637977,1.9945640328146523,0.23690359698659536,49.073370954438694,8.118221263892607,1.4805373659447543
122690,2021.0,2,436249320.0,319064000000.0,571941000000.0,6765280841.0,440651000000.0,2915798767.0,157227000000.0,856377000000.0,699150000000.0,0.047,64639652728.3709,0.007,0.006748942817394289,0.006617025190002973,2.8026420398532057,1.978189788645865,-3.4467553282833103,22.168763311083087,0.1466912652606505,0.41112310689875725
122990,2021.0,2,6914133250.0,176428000000.0,60972812214.0,3403069458.0,92590371908.0,5627624500.0,346304000000.0,410523000000.0,64219702954.0,0.022,363611507266.443,-0.034,0.01901516621951555,0.060779802305921636,0.267367318621789,4.3737453067307195,0.8145568548038717,64.61189925988185,3.9270984636257436,1.0499799175118565
123040,2021.0,2,1733134250.0,486076000000.0,595988000000.0,25166190072.0,391288000000.0,34233065910.0,281839000000.0,1170640000000.0,888803000000.0,0.038,337870899505.257,-0.024,0.0051295753867463025,0.08748815683077427,1.3883387323968648,1.8443040813040874,-2.15358413846203,9.869723629006298,0.8634839287309016,1.1988166901622463
123410,2021.0,2,835231770.0,204013000000.0,194284000000.0,2867379331.0,118054000000.0,3440555734.0,141071000000.0,398269000000.0,257198000000.0,0.048,119994960554.667,0.397,0.00696055706122331,0.029143914937232115,0.8368410233145012,1.8977532294871322,-0.8231812349809671,34.87662163669138,1.0164412942777628,0.8505997728425191
126600,2021.0,2,2027293500.0,125857000000.0,32215303113.0,6244355352.0,50887480129.0,7117167600.0,129251000000.0,162750000000.0,33498574919.0,0.034,342048506898.282,0.099,0.0059269181391365475,0.13986087701646743,0.3937105332183117,7.770887647417442,0.7408254101012759,48.05963918824702,6.721663285963215,2.6463809330065424
126700,2021.0,2,690184050.0,206067000000.0,109191000000.0,22549873954.0,89015213844.0,20907991196.0,159372000000.0,270512000000.0,111140000000.0,0.037,264475380501.453,0.25,0.002609634396560432,0.23488109833271256,0.5585373456065056,3.511169570518266,0.30263785357528294,12.649487845204897,2.971125598428024,1.6594846052095287
133750,2021.0,2,2207490040.0,47620694917.0,39808848082.0,4693635961.0,24012751680.0,5385358550.0,65034987928.0,111760000000.0,46724786214.0,0.062,155189064126.483,0.215,0.014224520602823146,0.22427078003248646,0.36922820231141473,3.3562542956022385,0.28154386273233656,28.816848996337114,6.4627772024869,2.3862313213444106
136490,2021.0,2,2396928800.0,610033000000.0,639788000000.0,32817256236.0,420247000000.0,20526830580.0,417732000000.0,1199590000000.0,781858000000.0,0.046,420898963456.0,-0.046,0.005694784278675399,0.048844680818661404,1.0060206065132669,2.1205188070717207,-0.871673704671895,20.50481986566871,1.001551381582736,1.0075813283540642
138070,2021.0,2,637312337.0,63010178600.0,27593849513.0,1450601156.0,16739473395.0,1456468863.0,70058518596.0,114049000000.0,43990776407.0,0.069,100078338698.194,0.582,0.006368134656211083,0.08700804551205536,0.2389355888543687,2.555444517454333,0.37208526117034313,68.7129956846829,5.9785834558025535,1.4285023736769928
138080,2021.0,2,3184556100.0,118317000000.0,49446170686.0,4370165576.0,33397326984.0,6085383551.0,152526000000.0,204612000000.0,52086376237.0,0.027,475959387794.781,-0.02,0.006690814766265483,0.18221169478369892,0.21896153432201723,6.748659104319833,0.6585082134390202,78.21353967352928,14.251421618945844,3.1205208413659364
140070,2021.0,2,1045740000.0,123868000000.0,64385260927.0,6821076706.0,64612153391.0,5192404269.0,145105000000.0,254860000000.0,109755000000.0,0.053,207872607292.451,-0.077,0.00503067726729753,0.08036265619531671,0.44527861473415803,2.4151333702072426,0.24361669136142794,40.03397973719118,3.2172369497501707,1.432566812256304
140520,2021.0,2,1999859300.0,104513000000.0,152092000000.0,3224980847.0,80394030085.0,3403166190.0,100815000000.0,257768000000.0,156953000000.0,0.063,75782193152.0,0.214,0.026389567480434167,0.04233108088252148,0.7974411554332193,1.9554650254943042,-0.5568417398204633,22.26814352313485,0.942634584581418,0.7516956122799187
140860,2021.0,2,1194383960.0,75673453415.0,29549518277.0,-976633880.0,12425460042.0,1190320267.0,47839182621.0,101754000000.0,53915043714.0,0.038,909753992901.288,-0.094,0.001312864762693705,0.0957968769748992,0.25973395365968455,11.513735691423197,-0.12700595537209014,764.2934579230247,73.2169263613723,19.0170117312431
141000,2021.0,2,1183329000.0,108157000000.0,32597886089.0,5589330872.0,33699273337.0,4601306276.0,150405000000.0,184608000000.0,34202995657.0,0.026,142347864746.667,-0.089,0.008312938182149354,0.13654022239547853,0.2240568687011735,3.729829697425127,0.7725940250856023,30.93640288392465,4.224063329887195,0.9464303755614499
143160,2021.0,2,3100103100.0,183400000000.0,42786244914.0,4607284162.0,46941429564.0,14388667562.0,231079000000.0,281272000000.0,50193317866.0,0.029,288806666240.0,-0.044,0.01073418124436157,0.3065238467520993,0.20314017960957076,4.668685647022962,0.7827871945698224,20.0718145023191,6.152489792545424,1.2498196007216458
145720,2021.0,2,1724778200.0,225361000000.0,206345000000.0,16871091043.0,72494869237.0,14349560573.0,251750000000.0,549490000000.0,297740000000.0,0.034,718366533771.926,-0.003,0.0024009723712263014,0.1979389813931309,0.2879637308321748,2.6987726991405103,-0.18268123138033765,50.06191862931314,9.909205180072046,2.8534916932350587
151860,2021.0,2,9810432230.0,907278000000.0,734924000000.0,99712862302.0,880339000000.0,173163000000.0,1208890000000.0,2896460000000.0,1687580000000.0,0.088,782999013668.571,5.261,0.012529303433008633,0.19670036201963106,0.7282209299439982,1.427036405667053,-0.3959748198760846,4.521745486440931,0.889428974143564,0.6477061525284321
160980,2021.0,2,3602788700.0,129406000000.0,68472868922.0,9329760081.0,71602588577.0,17729865754.0,143783000000.0,217251000000.0,73467219949.0,0.039,232686631364.409,-0.206,0.015483436581097331,0.24761487128267234,0.4979906426837665,3.527664570687313,0.48904098572849364,13.123992848728312,3.249695799952573,1.6183093202993775
170030,2021.0,2,2013922944.0,116034000000.0,47525600686.0,3564030475.0,66276608254.0,6558663669.0,118801000000.0,169213000000.0,50411749386.0,0.026,142355133980.566,-0.035,0.014147174658800405,0.09895895160875502,0.5578792119089907,3.371571082510504,0.5756622470686273,21.70489922412364,2.147894071992956,1.1982629243785952
183190,2021.0,2,4865708500.0,355258000000.0,262298000000.0,35663951134.0,216716000000.0,37945044992.0,856859000000.0,1958190000000.0,1101330000000.0,0.049,498662874646.438,0.229,0.009757511030773817,0.17509110998726443,0.2529190917058699,0.8476778329914579,-0.28531065204426875,13.141712567518939,2.300997040580474,0.5819654023369488
183300,2021.0,2,3482603600.0,137941000000.0,69304805290.0,16327057071.0,64383141322.0,12767354902.0,195227000000.0,344594000000.0,149367000000.0,0.037,733293210499.195,-0.004,0.004749264755402809,0.19830276435482558,0.3297860507101989,4.050725132890084,0.23490603246477182,57.43501423183003,11.389522092930646,3.7561055105041565
189690,2021.0,2,826061100.0,25378633050.0,3818572138.0,4635688582.0,10703932277.0,3832863130.0,64042909071.0,68169579087.0,4126670016.0,0.045,84054146191.9176,0.381,0.00982772578658864,0.3580799122053339,0.16713688419639527,13.127702912582881,0.9355639824008456,21.929858526390323,7.8526418158052405,1.3124660858040116
189980,2021.0,2,353011980.0,64068193494.0,45860274245.0,3061343337.0,17593855449.0,1987636231.0,72339387835.0,119984000000.0,47644909663.0,0.044,157741614516.994,-0.247,0.0022379128112827128,0.11297331825657198,0.24321266706223849,3.393173920466517,0.34136974214277305,79.36141033091985,8.965721866605406,2.180586095044
192400,2021.0,2,20511734100.0,363420000000.0,111231000000.0,25229806537.0,154877000000.0,81788576188.0,822194000000.0,981065000000.0,158871000000.0,0.034,874830603276.539,-0.01,0.02344652098723634,0.5280872962931875,0.1883703846050932,4.1499095247329345,0.8067718810888914,10.69624443963476,5.648550806617761,1.0640196879039971
192440,2021.0,2,7235798400.0,211241000000.0,32790816703.0,7038006567.0,74643770730.0,7368123175.0,357231000000.0,404688000000.0,47456328601.0,0.02,353089668492.913,-0.12,0.02049280691469802,0.09871048987666811,0.20895098893992964,5.44584318304603,0.8671550660468996,47.921249429019355,4.730330006640502,0.9884052752381502
194370,2021.0,2,3701297700.0,345664000000.0,339996000000.0,10856974165.0,206238000000.0,10262909161.0,161220000000.0,532001000000.0,370781000000.0,0.062,272046230077.44,0.046,0.0136053997107271,0.04976245483858455,1.2792333457387421,2.5696536653584356,-1.2998449323905223,26.507711001792817,1.3190887716009658,1.687422342621511
200670,2021.0,2,3762965490.0,108597000000.0,27582106765.0,3668981214.0,25810028856.0,3165153876.0,138353000000.0,202794000000.0,64441130179.0,0.067,399224259254.807,0.261,0.009425693461173829,0.12263271357266242,0.186552,4.737102422679223,0.5342267230996075,126.13107447380452,15.467795928558221,2.8855509811348377
203450,2021.0,2,931887120.0,39844175051.0,16744501276.0,388804075.0,10375336024.0,569387456.0,35432233908.0,57011728721.0,21579494813.0,0.043,75596891200.0,0.037,0.012327056115767893,0.05487894123938785,0.29282195559387025,3.55623610290718,0.3909643160227695,132.76880339281658,7.286211359818219,2.133562659252244
210540,2021.0,2,2427887220.0,233967000000.0,122482000000.0,12390462307.0,118278000000.0,20073425482.0,210032000000.0,345479000000.0,135448000000.0,0.038,187709042172.934,-0.152,0.012934311484916203,0.16971394073284973,0.5631427591985984,2.601224874165836,0.3551077930981945,9.351121578190737,1.587015693306735,0.8937206515844518
221980,2021.0,2,1910678500.0,55190923749.0,13973927070.0,1873297428.0,13028486970.0,4454425654.0,84845355777.0,102313000000.0,17467216658.0,0.037,72424590879.4637,0.011,0.026381626417192244,0.34189892228137986,0.153555687882822,3.5140809135278643,0.7941287829128882,16.259018896056247,5.558941037914221,0.8536027133785962
224110,2021.0,2,5581680900.0,53278628187.0,24156586873.0,1564703629.0,27293605300.0,2826930200.0,78340866501.0,105089000000.0,26748151840.0,0.055,195711123456.0,-0.049,0.028519998257814302,0.10357481794462677,0.3483954992973125,5.629137206655517,0.6585670667855255,69.23097126911729,7.1705852453285095,2.498200211673583
227840,2021.0,2,4198418000.0,87545234861.0,19337894258.0,3527337123.0,34656744601.0,11474304651.0,192025000000.0,233468000000.0,41443565827.0,0.026,133327298560.0,-0.017,0.03148956024268823,0.33108431801955557,0.18048037808097903,2.6944829204937584,0.7841761967087619,11.619640807461074,3.847080852370448,0.694324652663118
228850,2021.0,2,1573644000.0,180126000000.0,21792030288.0,7076991011.0,36659237244.0,950410950.0,193078000000.0,232458000000.0,39380111746.0,0.03,232274136777.473,0.134,0.006774942840526441,0.0259255516876733,0.18986750040916106,4.858219462574419,0.7960403994965766,244.39337191714068,6.3360329957625945,1.2030074436691016
229640,2021.0,2,6045515200.0,411528000000.0,347250000000.0,8650320423.0,214102000000.0,8205233551.0,157206000000.0,524753000000.0,367547000000.0,0.037,297673542465.265,0.226,0.020309212400713914,0.038323946301295646,1.36192002849764,2.8158538491869125,-1.3379960052415303,36.2784972073082,1.3903351788645832,1.8935253264205247
237690,2021.0,2,0.0,239938000000.0,39375068674.0,4875415393.0,40356158938.0,5660068462.0,297910000000.0,469748000000.0,171838000000.0,0.076,2117869318298.09,-0.008,0.0,0.14025290342164823,0.1354642641670303,8.245328063256824,0.4231882112047263,374.17733239744865,52.479457263309335,7.1090910620593135
241790,2021.0,2,3161419840.0,50245870010.0,9906836871.0,3214859549.0,17101884595.0,2371081084.0,82419388351.0,93438797450.0,11019409099.0,0.032,178547160615.385,0.016,0.017706357407778275,0.1386444324792849,0.20749831971778399,10.812073911275093,0.8663007658820329,75.30200541019752,10.440203804648876,2.1663247469758575
248170,2021.0,2,912948470.0,154304000000.0,61831473700.0,1340365502.0,83899341890.0,12167430404.0,203411000000.0,294532000000.0,91120981012.0,0.039,272269873881.425,0.363,0.0033531013071155793,0.14502414595757684,0.41246216718859846,3.0152551263415375,0.5520351357006259,22.37694113228026,3.2451967768519165,1.3385207705856252
900070,2021.0,2,2558100.0,547422714.0,164030204.0,8487630.0,165351589.0,13598610.0,578513973.0,829435024.0,250921051.0,0.034,65030188036.1796,-0.022,3.933711522680511e-05,0.08224057647247647,0.2858212536207833,156.80154220037994,0.5662662222334948,4782.12023406654,393.28432481032644,112.40901874669085
000020,2021.0,3,4969391400.0,217965000000.0,64118482322.0,3664566950.0,69071143577.0,13338530961.0,353140000000.0,447873000000.0,94732386943.0,0.046,498576499858.286,0.093,0.009967159305367353,0.19311293067169655,0.19559139031828737,4.1234486113025355,0.7317426886135809,37.378666460051264,7.218303824700349,1.4118356298424712
000220,2021.0,3,1851214480.0,103978000000.0,27333314105.0,583995246.0,29782895575.0,669726611.0,132097000000.0,195643000000.0,63545628505.0,0.042,137791636302.718,-0.278,0.013434882766999147,0.022486954275935944,0.22546231613889794,2.2964705451550618,0.5189472243502881,205.7431107552601,4.626535924142359,1.043106571639342
000250,2021.0,3,968352800.0,172247000000.0,51589442930.0,-8905505420.0,42572330372.0,-6681462493.0,251603000000.0,343640000000.0,92036593583.0,0.047,1168181714750.36,-0.061,0.0008289402134726416,-0.1569437809632903,0.16920438298430465,8.46558155595211,0.6341991407773357,-174.83922359427066,27.439928811570958,4.6429487238906875
000590,2021.0,3,1284473000.0,185952000000.0,23614780637.0,5465617961.0,38250687403.0,18696658594.0,313604000000.0,349038000000.0,35434691122.0,0.02,75503079232.5981,-0.123,0.017012193582767614,0.4887927476182721,0.1219712994827872,2.1737506015860664,0.8870081659608934,4.038319406272307,1.97390123835203,0.24075982968014792
000850,2021.0,3,1650000000.0,147249000000.0,52425925924.0,639667597.0,50978958955.0,8413893865.0,305485000000.0,409356000000.0,103871000000.0,0.02,82060055668.5871,-0.012,0.020107224965381375,0.16504640419250396,0.16687876313075928,1.2146502075041234,0.6599800317527866,9.75292260459089,1.6096848062555165,0.26862220949829646
000950,2021.0,3,0.0,234377000000.0,218309000000.0,622505336.0,35101545969.0,-1793280777.0,140773000000.0,380128000000.0,239354000000.0,0.028,69887976334.2222,0.106,0.0,-0.051088370255365376,0.24934856804216718,1.8168511851557096,-0.7002834350337068,-38.972132657964806,1.9910227428713225,0.4964551432382556
001080,2021.0,3,597357860.0,155006000000.0,18340983057.0,-20228030.0,47710342896.0,-62185881.0,231873000000.0,255201000000.0,23327892621.0,0.025,89639966351.6547,-0.031,0.0066639679186913615,-0.00130340461261312,0.20576066595075754,3.321737522498545,0.8993936654073567,-1441.484222948529,1.8788371852001517,0.3865906114120291
001130,2021.0,3,3290448000.0,661852000000.0,326805000000.0,6911104092.0,278241000000.0,91614975564.0,887453000000.0,1280570000000.0,393118000000.0,0.022,274625232999.369,-0.093,0.011981593839949735,0.3292648299998922,0.31352758963009875,1.6317320254349832,0.5570266819763976,2.9976019892896493,0.9870049094107949,0.3094536188992407
001340,2021.0,3,2207455350.0,46719890394.0,89376261464.0,5533846327.0,49076387607.0,10170066857.0,185174000000.0,339645000000.0,154471000000.0,0.045,304097499001.179,-0.205,0.007259038161282087,0.2072293286629229,0.2650285007992483,1.912913693783081,0.1658062146953676,29.901229094857957,6.196411631523673,1.642225685037743
001790,2021.0,3,8055538000.0,580619000000.0,446855000000.0,14133956000.0,331287000000.0,6913440000.0,509310000000.0,1197600000000.0,688290000000.0,0.032,292410810076.375,-0.019,0.027548701082206802,0.02086843129974916,0.650462390292749,1.674632155920965,-0.3514166224892501,42.29599303333435,0.8826510248708069,0.5741312954318097
001800,2021.0,3,43679713050.0,1140460000000.0,543141000000.0,104036000000.0,652414000000.0,163827000000.0,3785400000000.0,4834910000000.0,1049520000000.0,0.021,1039914310183.63,-0.015,0.0420031848992317,0.25110895842210623,0.17235008189359116,1.2407836770034317,0.7227452845141861,6.347636898579783,1.5939484900440977,0.2747178785233833
002020,2021.0,3,8209604000.0,1436560000000.0,1921560000000.0,91769340550.0,1342680000000.0,183736000000.0,1066870000000.0,3921540000000.0,2854660000000.0,0.043,496218781727.508,0.353,0.016544323395860892,0.13684273244555664,1.2585225941304938,1.6494994379426657,-1.6757336882656744,2.7007161455975313,0.369573376923398,0.46511208545244825
002030,2021.0,3,9309392476.0,739333000000.0,402367000000.0,61179307161.0,456446000000.0,146115000000.0,1664950000000.0,3030900000000.0,1365940000000.0,0.033,295836560656.3,0.238,0.031468025640061306,0.320114537097488,0.2741499744737079,0.8257323583444209,0.17959097870806928,2.0246830281374257,0.6481304703213523,0.1776838846917043
002230,2021.0,3,1323625725.0,100283000000.0,9467426460.0,323305576.0,14433781467.0,6609089564.0,141434000000.0,166229000000.0,24794850706.0,0.039,95691145216.0,-0.181,0.013832269663114908,0.4578903719105338,0.10205312348515916,3.212512586740593,0.8246896028819096,14.478718178859893,6.629665651705962,0.6765773732416367
