종목코드,분기,배당금지급,유동자산,유동부채,영업이익(손실),수익(매출액),당기순이익(손실),자본총계,자산총계,부채총계,ATR,MARKETCAP,TSF_SLOPE,배당수익률,AltmanZScore,순이익률,자본회전율,PER,PSR,PBR,배당수익률_percentile,순이익률_percentile,자본회전율_percentile,PER_percentile,PSR_percentile,PBR_percentile,ATR_percentile,TSF_SLOPE_percentile,avg_of_변동성지표_percentile,avg_of_수익성지표_percentile,avg_of_가치성지표_percentile,avg_of_모멘텀지표_percentile,변동성지표_percentile,수익성지표_percentile,가치성지표_percentile,모멘텀지표_percentile
000850,2,5500000000.0,214989000000.0,89353086087.0,2507727449.0,61364368090.0,10675088507.0,345356000000.0,475452000000.0,130096000000.0,0.033,87560013934.4944,0.032,0.06281406035538863,1.3560156667532524,0.17396233089768626,0.17768438391109465,8.2022752202081,1.4268869159717343,0.2535355225752395,0.9719626168224299,0.8193146417445483,0.235202492211838,0.2601246105919003,0.22897196261682243,0.06074766355140187,0.397196261682243,0.6277258566978193,0.397196261682243,0.6754932502596054,0.18328141225337483,0.6277258566978193,0.397196261682243,0.8644859813084113,0.09657320872274143,0.6277258566978193
000850,3,5500000000.0,205750000000.0,79431422936.0,-1389543063.0,45394907783.0,28452464.0,345123000000.0,465193000000.0,120070000000.0,0.031,72930011637.7442,-0.101,0.07541476926288504,1.2219598480872542,0.0006267765568774919,0.1315325486362833,2563.2230529399562,1.606568119630719,0.21131599933282974,0.9813084112149533,0.19158878504672897,0.1292834890965732,0.9937694704049844,0.26791277258566976,0.03894080996884735,0.34657320872274144,0.2570093457943925,0.34657320872274144,0.4340602284527519,0.43354101765316716,0.2570093457943925,0.34657320872274144,0.32710280373831774,0.4166666666666667,0.2570093457943925
000950,1,0.0,157560953966.0,66111073248.0,-10488641013.0,20111270592.0,-8446184028.0,201072341386.0,276263841670.0,75191500284.0,0.039,65267990328.8515,-0.099,0.0,1.4877426829305826,-0.4199726710136246,0.10002007463270272,-7.727512224749208,3.2453439493183613,0.3245995440196127,0.0646417445482866,0.012461059190031152,0.07009345794392523,0.1806853582554517,0.5327102803738317,0.09968847352024922,0.602803738317757,0.2601246105919003,0.602803738317757,0.04906542056074766,0.27102803738317754,0.2601246105919003,0.602803738317757,0.004672897196261682,0.18769470404984423,0.2601246105919003
000950,2,1139470000.0,173111000000.0,58832349106.0,-7992890453.0,25631685883.0,-6076171037.0,194220000000.0,260277000000.0,66057344957.0,0.032,46535986924.0284,-0.281,0.0244857813343515,1.534401366668929,-0.2370570185954865,0.1319724327206261,-7.658768431739983,1.8155648105415103,0.2396049303749684,0.7507788161993769,0.03271028037383177,0.1308411214953271,0.1822429906542056,0.3146417445482866,0.0514018691588785,0.37149532710280375,0.03426791277258567,0.37149532710280375,0.3047767393561786,0.1827622014537902,0.03426791277258567,0.37149532710280375,0.11993769470404984,0.09501557632398754,0.03426791277258567
000950,3,1139470000.0,161753000000.0,52816297249.0,-8260029354.0,30761625753.0,-10525491237.0,183696000000.0,246508000000.0,62812662691.0,0.037,37295993959.8841,-0.178,0.030552074875001962,1.4578460618322113,-0.342163035254192,0.1674594207440554,-3.5433969892805015,1.212419468962782,0.2030317944170095,0.8161993769470405,0.02336448598130841,0.2071651090342679,0.18691588785046728,0.19003115264797507,0.03582554517133956,0.5311526479750779,0.13551401869158877,0.5311526479750779,0.34890965732087226,0.1375908618899273,0.13551401869158877,0.5311526479750779,0.17133956386292834,0.05451713395638629,0.13551401869158877
001130,2,4113060000.0,633707000000.0,347425000000.0,13875751402.0,367039000000.0,23245605011.0,938801000000.0,1334960000000.0,396162000000.0,0.018,226967095913.747,-0.085,0.018121833843100597,1.586986449634575,0.0633327930029234,0.3909657105179905,9.763871312721026,0.6183732407557426,0.24176350600847787,0.6355140186915887,0.5218068535825545,0.6573208722741433,0.278816199376947,0.09501557632398754,0.056074766355140186,0.05763239875389408,0.29906542056074764,0.05763239875389408,0.6048805815160955,0.14330218068535824,0.29906542056074764,0.05763239875389408,0.7126168224299065,0.06542056074766354,0.29906542056074764
001130,3,4113060000.0,647459000000.0,352765000000.0,14234654754.0,360460000000.0,10827609347.0,948360000000.0,1352760000000.0,404401000000.0,0.019,210912052902.234,-0.029,0.019501303711204045,1.5535414611487068,0.030038310345114574,0.38008773039773924,19.47909701421499,0.5851191613555845,0.22239684855865133,0.6697819314641744,0.3411214953271028,0.6464174454828661,0.411214953271028,0.08255451713395638,0.045171339563862926,0.07554517133956386,0.4727414330218069,0.07554517133956386,0.5524402907580478,0.17964693665628242,0.4727414330218069,0.07554517133956386,0.588006230529595,0.09345794392523364,0.4727414330218069
001340,2,2648946420.0,59728919112.0,141770000000.0,3728371074.0,57301032561.0,7101854127.0,213698000000.0,420189000000.0,206491000000.0,0.093,340032343821.847,0.775,0.007790277801890109,1.796612734865505,0.12393937438107591,0.2681402379105092,47.87937596874932,5.9341399033231115,1.5911816854713052,0.37383177570093457,0.7133956386292835,0.45638629283489096,0.6993769470404985,0.7383177570093458,0.780373831775701,0.9953271028037384,0.9797507788161994,0.9953271028037384,0.5145379023883697,0.7393561786085151,0.9797507788161994,0.9953271028037384,0.5062305295950156,0.8302180685358256,0.9797507788161994
001340,3,2648946420.0,66979422010.0,147203000000.0,4656250955.0,58163000323.0,2614630745.0,216365000000.0,433155000000.0,216790000000.0,0.01,349914398720.0,-0.003,0.007570269842252692,1.7995263250066986,0.04495350532950532,0.26881889549141497,133.8293750997715,6.016099526791944,1.6172412299586347,0.3582554517133956,0.43457943925233644,0.46105919003115264,0.8847352024922118,0.7476635514018691,0.7897196261682243,0.004672897196261682,0.5420560747663551,0.004672897196261682,0.4179646936656283,0.8073727933541018,0.5420560747663551,0.004672897196261682,0.2881619937694704,0.8909657320872274,0.5420560747663551
001790,1,11573935000.0,627102255000.0,368710409000.0,10319768000.0,312524000000.0,11669984000.0,537689209000.0,1220710166000.0,683020957000.0,0.026,239490052513.959,-0.021,0.04832741434772284,1.5336233918956632,0.037341081004978814,0.5812353954085027,20.521883535912217,0.7663093154892393,0.445406097993607,0.9376947040498442,0.38161993769470404,0.8130841121495327,0.42990654205607476,0.11838006230529595,0.1822429906542056,0.20638629283489096,0.5023364485981309,0.20638629283489096,0.7107995846313603,0.2435098650051921,0.5023364485981309,0.20638629283489096,0.926791277258567,0.1573208722741433,0.5023364485981309
001790,2,11573935000.0,608673000000.0,304390000000.0,15462987000.0,343363000000.0,10589502000.0,547770000000.0,1199890000000.0,652120000000.0,0.073,311695734023.314,0.281,0.037132157218213,1.579355982795827,0.030840544846124945,0.626837906420578,29.434409099059994,0.907773213838748,0.5690266608673604,0.883177570093458,0.34579439252336447,0.8411214953271028,0.5404984423676013,0.14330218068535824,0.29283489096573206,0.9618380062305296,0.9112149532710281,0.9618380062305296,0.6900311526479751,0.32554517133956384,0.9112149532710281,0.9618380062305296,0.8925233644859814,0.26090342679127726,0.9112149532710281
001790,3,11573934000.0,619485000000.0,321178000000.0,10862971000.0,334739000000.0,6912766000.0,554303000000.0,1203650000000.0,649344000000.0,0.047,287477548932.295,0.023,0.04026030569338764,1.5646956601600388,0.020651211839672102,0.6038917343041622,41.58647188871936,0.8588110406385123,0.5186260818614538,0.897196261682243,0.2897196261682243,0.8317757009345794,0.6526479750778816,0.13551401869158877,0.2507788161993769,0.778816199376947,0.602803738317757,0.778816199376947,0.6728971962616823,0.3463136033229491,0.602803738317757,0.778816199376947,0.8566978193146417,0.2819314641744548,0.602803738317757
002020,2,9586472700.0,1896310000000.0,2378980000000.0,43357732827.0,1520530000000.0,52212161252.0,1232360000000.0,4800650000000.0,3568290000000.0,0.02,249877036273.062,-0.064,0.03836476069583297,1.5563433921753165,0.034338132922073224,1.2338358921094486,4.785801435551385,0.16433548583261232,0.20276302076752087,0.8878504672897196,0.3629283489096573,0.9595015576323987,0.2071651090342679,0.00778816199376947,0.03426791277258567,0.08722741433021806,0.38006230529595014,0.08722741433021806,0.7367601246105919,0.08307372793354102,0.38006230529595014,0.08722741433021806,0.9672897196261683,0.004672897196261682,0.38006230529595014
