종목코드,분기,배당금지급,유동자산,유동부채,영업이익(손실),수익(매출액),당기순이익(손실),자본총계,자산총계,부채총계,ATR,MARKETCAP,TSF_SLOPE,배당수익률,AltmanZScore,순이익률,자본회전율,PER,PSR,PBR,배당수익률_percentile,순이익률_percentile,자본회전율_percentile,PER_percentile,PSR_percentile,PBR_percentile,ATR_percentile,TSF_SLOPE_percentile,avg_of_변동성지표_percentile,avg_of_수익성지표_percentile,avg_of_가치성지표_percentile,avg_of_모멘텀지표_percentile,변동성지표_percentile,수익성지표_percentile,가치성지표_percentile,모멘텀지표_percentile
007540,2,1194826310.0,179824000000.0,92733278185.0,2466803421.0,92309246550.0,7041039583.0,324946000000.0,448128000000.0,123183000000.0,0.071,177436852224.0,0.315,0.0067338114660173655,1.8596563701074298,0.07627664449829702,0.28407565118512,25.20037703699414,1.9222002004738494,0.5460519540968471,0.32866043613707163,0.5700934579439252,0.5031152647975078,0.49221183800623053,0.32710280373831774,0.26947040498442365,0.9587227414330218,0.9236760124610592,0.9587227414330218,0.4672897196261682,0.3629283489096573,0.9236760124610592,0.9587227414330218,0.39641744548286606,0.29906542056074764,0.9236760124610592
007540,3,1194826310.0,180465000000.0,101424000000.0,4094958471.0,104443000000.0,4658018633.0,328680000000.0,460122000000.0,131442000000.0,0.05,143214878136.049,-0.073,0.008342892341569133,1.6893524707779457,0.044598667531572246,0.31776499939150543,30.745879185934335,1.3712252437793726,0.4357273887551692,0.3909657320872274,0.42679127725856697,0.5560747663551402,0.559190031152648,0.22274143302180685,0.17601246105919002,0.82398753894081,0.34579439252336447,0.82398753894081,0.45794392523364486,0.31931464174454827,0.34579439252336447,0.82398753894081,0.37538940809968846,0.2507788161993769,0.34579439252336447
007590,1,3101504350.0,180346566647.0,57154454063.0,21458765942.0,97388133846.0,16329966266.0,164051670585.0,236937753237.0,72886082652.0,0.018,87833370929.7667,0.022,0.03531122985681632,2.68404324475772,0.16767921943984057,0.5936430485512206,5.3786621171803155,0.9018898654394357,0.5354006491769168,0.8629283489096573,0.8084112149532711,0.8255451713395638,0.22274143302180685,0.14174454828660435,0.2585669781931464,0.05763239875389408,0.6004672897196262,0.05763239875389408,0.8322949117341641,0.20768431983385252,0.6004672897196262,0.05763239875389408,0.9968847352024922,0.12071651090342679,0.6004672897196262
007590,2,3101504350.0,171662000000.0,45049334967.0,2548977653.0,36258385402.0,18465024105.0,166187000000.0,228391000000.0,62204162393.0,0.018,92463339443.2738,0.088,0.0335430708935488,2.265537953016582,0.5092621720541775,0.21817822935608683,5.007485444778617,2.550122914137637,0.5563818457267469,0.8520249221183801,0.9813084112149533,0.32710280373831774,0.21339563862928349,0.440809968847352,0.2803738317757009,0.05763239875389408,0.735202492211838,0.05763239875389408,0.7201453790238838,0.3115264797507788,0.735202492211838,0.05763239875389408,0.9439252336448598,0.24610591900311526,0.735202492211838
007590,3,3101504350.0,180836000000.0,57928027508.0,-2730465480.0,17165850671.0,-2039407402.0,164147000000.0,240074000000.0,75926964159.0,0.018,85518385782.1538,-0.089,0.03626710585838993,1.9514752244766846,-0.11880607848030371,0.10457608528331312,-41.93295841639482,4.9818903485295145,0.5209864762041189,0.8738317757009346,0.056074766355140186,0.0778816199376947,0.10747663551401869,0.6884735202492211,0.2523364485981308,0.05763239875389408,0.2850467289719626,0.05763239875389408,0.3359293873312565,0.34942886812045687,0.2850467289719626,0.05763239875389408,0.15109034267912771,0.2834890965732087,0.2850467289719626
007700,1,0.0,791909186990.0,600331578413.0,140972000000.0,499797000000.0,113295000000.0,2947202106343.0,3700242062210.0,753039955867.0,0.044,981770830090.407,-0.289,0.0,1.5269972381925652,0.22668203290535957,0.16958355143827142,8.665614811689897,1.9643391818886609,0.3331196146940277,0.0646417445482866,0.8956386292834891,0.21495327102803738,0.26635514018691586,0.3426791277258567,0.102803738317757,0.7242990654205608,0.028037383177570093,0.7242990654205608,0.3917445482866044,0.2372793354101765,0.028037383177570093,0.7242990654205608,0.24454828660436137,0.14953271028037382,0.028037383177570093
007700,2,74702848150.0,738797000000.0,469189000000.0,99089612557.0,406123000000.0,190165000000.0,3023960000000.0,3651410000000.0,627451000000.0,0.04,782287594201.98,-0.185,0.09549281965311643,1.3715311545017448,0.4682448420798625,0.13430171034008387,4.113730677054032,1.926233171236251,0.25869649495974645,0.9922118380062306,0.9766355140186916,0.13551401869158877,0.20249221183800623,0.3317757009345794,0.06386292834890965,0.6308411214953271,0.1277258566978193,0.6308411214953271,0.701453790238837,0.19937694704049844,0.1277258566978193,0.6308411214953271,0.9080996884735203,0.11526479750778816,0.1277258566978193
007700,3,55982752150.0,820042000000.0,478649000000.0,141959000000.0,496072000000.0,113324000000.0,3105150000000.0,3742080000000.0,636927000000.0,0.038,637173109697.441,-0.128,0.08786113427885112,1.3000286652666964,0.22844264542243867,0.15975782168333252,5.6225787096946895,1.284436754538537,0.20519861974512724,0.9875389408099688,0.9003115264797508,0.19314641744548286,0.22741433021806853,0.2071651090342679,0.037383177570093455,0.5677570093457944,0.21495327102803738,0.5677570093457944,0.6936656282450674,0.1573208722741433,0.21495327102803738,0.5677570093457944,0.8987538940809969,0.07165109034267912,0.21495327102803738
007770,2,351000000.0,60674386862.0,37291158765.0,-2214731441.0,31999311785.0,-4986520865.0,114516000000.0,155821000000.0,41305178329.0,0.085,70375494598.6959,0.091,0.004987531554861772,1.983042524875748,-0.1558321284690092,0.2794309248052674,-14.113145518482836,2.1992815055380386,0.6145482219992472,0.2585669781931464,0.040498442367601244,0.48598130841121495,0.16666666666666666,0.3894080996884735,0.3411214953271028,0.9890965732087228,0.7437694704049844,0.9890965732087228,0.2616822429906542,0.29906542056074764,0.7437694704049844,0.9890965732087228,0.0763239875389408,0.22585669781931464,0.7437694704049844
007770,3,351000000.0,54929419916.0,32943213447.0,-2799477144.0,27976324575.0,-2762506436.0,111861000000.0,149018000000.0,37156482819.0,0.07,65180708776.2616,-0.265,0.005385028892595166,1.9301038738136993,-0.09874443759022623,0.25009900300372784,-23.59477173585908,2.329852465127171,0.5826910846452629,0.27102803738317754,0.06697819314641744,0.4252336448598131,0.14485981308411214,0.40965732087227413,0.3052959501557632,0.9517133956386293,0.04205607476635514,0.9517133956386293,0.2544132917964694,0.2866043613707165,0.04205607476635514,0.9517133956386293,0.06697819314641744,0.2087227414330218,0.04205607476635514
007980,2,1379775360.0,403611000000.0,410693000000.0,6891716037.0,215139000000.0,-2691176329.0,200255000000.0,780041000000.0,579786000000.0,0.031,93710466875.0989,0.027,0.01472381267547221,1.7599480041235147,-0.012509011982950558,1.0743252353249606,-34.821377501458734,0.43558102842859225,0.46795569086963573,0.5654205607476636,0.1557632398753894,0.9454828660436138,0.12149532710280374,0.04672897196261682,0.2071651090342679,0.34657320872274144,0.6121495327102804,0.34657320872274144,0.5555555555555556,0.12512980269989615,0.6121495327102804,0.34657320872274144,0.5996884735202492,0.040498442367601244,0.6121495327102804
007980,3,1379775360.0,382367000000.0,362665000000.0,29277481656.0,306248000000.0,16640237555.0,218613000000.0,758919000000.0,540307000000.0,0.06,88303135724.0195,0.291,0.015625440123806213,1.9025137222218378,0.05433582441354719,1.4008682008846682,5.306603071750408,0.2883386527390203,0.40392629738541114,0.5872274143302181,0.48598130841121495,0.9766355140186916,0.22118380062305296,0.0264797507788162,0.14797507788161993,0.9065420560747663,0.9143302180685359,0.9065420560747663,0.6832814122533749,0.13187954309449637,0.9143302180685359,0.9065420560747663,0.8785046728971962,0.04984423676012461,0.9143302180685359
008370,2,2283789800.0,62600439196.0,8353422865.0,1961823197.0,20396301211.0,4170038735.0,87691856589.0,99093619272.0,11401762683.0,0.017,53519990422.3223,-0.009,0.042671715409116906,3.963660989825097,0.20445073309424563,0.23259059625792547,12.834410858853163,2.6240047089252756,0.610318819832534,0.9190031152647975,0.8582554517133957,0.3629283489096573,0.31931464174454827,0.4517133956386293,0.3364485981308411,0.03660436137071651,0.528816199376947,0.03660436137071651,0.7133956386292835,0.3691588785046729,0.528816199376947,0.03660436137071651,0.9314641744548287,0.3130841121495327,0.528816199376947
008470,1,404090550.0,59519864232.0,18314693578.0,-482643500.0,23653679205.0,-280505002.0,77169561392.0,96585623576.0,19416062184.0,0.025,42864504832.0,0.055,0.009427160107967254,2.5579750015868012,-0.011858831751667024,0.30651566211249875,-152.81190897266066,1.8121707181578393,0.5554587075370324,0.42990654205607476,0.1588785046728972,0.5389408099688473,0.04984423676012461,0.3130841121495327,0.278816199376947,0.18146417445482865,0.6783489096573209,0.18146417445482865,0.3759086188992731,0.2139148494288681,0.6783489096573209,0.18146417445482865,0.22274143302180685,0.13395638629283488,0.6783489096573209
008470,2,404090550.0,62763086263.0,18791915112.0,202464045.0,25508380590.0,137387083.0,77473158266.0,97573464468.0,20100306202.0,0.017,42864480774.0712,-0.002,0.00942716539901342,2.5893087702528734,0.005385958646620616,0.3292544303204772,311.99789556687216,1.6804077633558312,0.5532817008298315,0.43146417445482865,0.20404984423676012,0.573208722741433,0.956386292834891,0.29127725856697817,0.2772585669781931,0.03660436137071651,0.5451713395638629,0.03660436137071651,0.4029075804776739,0.5083073727933541,0.5451713395638629,0.03660436137071651,0.26090342679127726,0.5233644859813084,0.5451713395638629
008470,3,404090550.0,62559071054.0,17741511635.0,568481075.0,24645256564.0,360619811.0,78094961994.0,97255641493.0,19160679499.0,0.024,39544580211.5054,-0.057,0.01021860765340558,2.538282635516424,0.014632422675881865,0.3155806205001225,109.65725954391729,1.6045513711254786,0.5063653173241008,0.4485981308411215,0.24610591900311526,0.5529595015576324,0.8520249221183801,0.26635514018691586,0.2367601246105919,0.16199376947040497,0.4104361370716511,0.16199376947040497,0.41588785046728977,0.4517133956386293,0.4104361370716511,0.16199376947040497,0.2834890965732087,0.43146417445482865,0.4104361370716511
008490,3,4452196320.0,454179000000.0,455611000000.0,9439168346.0,152306000000.0,1056666201.0,485579000000.0,1020310000000.0,534734000000.0,0.034,332612023114.236,0.132,0.013385554371469271,1.7123361579983953,0.006937784466797106,0.31365853959911777,314.7749240010337,2.183840578271611,0.6849844784631778,0.5249221183800623,0.2102803738317757,0.5514018691588785,0.9579439252336449,0.3878504672897196,0.40498442367601245,0.43146417445482865,0.8052959501557633,0.43146417445482865,0.42886812045690553,0.5835929387331257,0.8052959501557633,0.43146417445482865,0.3130841121495327,0.6222741433021807,0.8052959501557633
009140,2,455485450.0,56529566807.0,3095763694.0,115370177.0,5190808012.0,2178320823.0,67111988682.0,71680861662.0,4568872980.0,0.032,42725665679.0874,0.13,0.010660698733664035,6.695424727934154,0.4196496610863288,0.07734546560072685,19.614037210664538,8.231024067990015,0.6366323889094764,0.46417445482866043,0.9704049844236761,0.037383177570093455,0.4174454828660436,0.822429906542056,0.3629283489096573,0.37149532710280375,0.8029595015576324,0.37149532710280375,0.4906542056074767,0.5342679127725857,0.8029595015576324,0.37149532710280375,0.4470404984423676,0.557632398753894,0.8029595015576324
009140,3,455485450.0,57200511949.0,2982098264.0,-214450307.0,4632599688.0,215144675.0,67698216698.0,72135262866.0,4437046168.0,0.039,34321902023.644,-0.129,0.013270985089527405,5.705023755771368,0.04644145609155427,0.0684301583402988,159.52940514862382,7.408777864521585,0.5069838423773129,0.5202492211838006,0.4439252336448598,0.028037383177570093,0.9143302180685359,0.8021806853582555,0.2398753894080997,0.602803738317757,0.21105919003115264,0.602803738317757,0.33073727933541014,0.652128764278297,0.21105919003115264,0.602803738317757,0.14797507788161993,0.7266355140186916,0.21105919003115264
009160,1,18781096.0,602917225352.0,371891584407.0,10019020383.0,122200000000.0,6253983360.0,595493498687.0,993568046407.0,398074547720.0,0.034,326820567332.571,0.032,5.7466077344172925e-05,1.9010729305377307,0.051178259901800326,0.20520794982554477,52.257984794601526,2.6744727277624465,0.548823065328464,0.14174454828660435,0.4688473520249221,0.29595015576323985,0.721183800623053,0.45950155763239875,0.27102803738317754,0.43146417445482865,0.6277258566978193,0.43146417445482865,0.30218068535825543,0.4839044652128764,0.6277258566978193,0.43146417445482865,0.11526479750778816,0.47897196261682246,0.6277258566978193
009160,2,10872684296.0,577064000000.0,358854000000.0,6539108947.0,167761000000.0,1795283474.0,598164000000.0,978731000000.0,380567000000.0,0.054,334345020108.411,0.016,0.032519354684794,1.9414197197675755,0.010701435220343227,0.28045987388074173,186.235224102782,1.992984186482025,0.5589520935870614,0.839563862928349,0.22897196261682243,0.49065420560747663,0.9345794392523364,0.35046728971962615,0.2850467289719626,0.8613707165109035,0.5911214953271028,0.8613707165109035,0.5197300103842161,0.5233644859813085,0.5911214953271028,0.8613707165109035,0.5171339563862928,0.5404984423676013,0.5911214953271028
009160,3,10872684296.0,666086000000.0,457301000000.0,3390816413.0,147150000000.0,-288587811.0,598504000000.0,1076290000000.0,477784000000.0,0.031,255829438447.417,-0.228,0.04249973873993694,1.8058738598146766,-0.0019611811824668704,0.24586301845935868,-886.4873313981268,1.738562272833279,0.42744673979444986,0.9158878504672897,0.18691588785046728,0.40965732087227413,0.010903426791277258,0.29906542056074764,0.16978193146417445,0.34657320872274144,0.0763239875389408,0.34657320872274144,0.504153686396677,0.15991692627206644,0.0763239875389408,0.34657320872274144,0.47897196261682246,0.0763239875389408,0.0763239875389408
009190,1,3810305640.0,159625283183.0,94220078274.0,-2431888199.0,70981490065.0,-5221782416.0,196005291612.0,410350792426.0,214345500814.0,0.03,125237234950.796,-0.025,0.030424702697221133,1.292235663084642,-0.07356540995713458,0.3621406824337711,-23.98361803951427,1.7643646933321955,0.6389482341053726,0.8130841121495327,0.08255451713395638,0.6277258566978193,0.14174454828660435,0.3037383177570093,0.367601246105919,0.3146417445482866,0.48208722741433024,0.3146417445482866,0.5077881619937695,0.27102803738317754,0.48208722741433024,0.3146417445482866,0.49221183800623053,0.18769470404984423,0.48208722741433024
009190,2,3810356400.0,173935000000.0,133940000000.0,1440771258.0,78175146977.0,-13884068002.0,203201000000.0,426493000000.0,223291000000.0,0.058,138709837909.679,-0.004,0.02746997947240856,1.4962305272491407,-0.1776020709764044,0.3847183182021742,-9.990576096983812,1.774347005071688,0.6826204363622356,0.780373831775701,0.03894080996884735,0.6510903426791277,0.17289719626168223,0.3068535825545171,0.40186915887850466,0.8940809968847352,0.5381619937694704,0.8940809968847352,0.49013499480789197,0.29387331256490135,0.5381619937694704,0.8940809968847352,0.4454828660436137,0.21806853582554517,0.5381619937694704
009190,3,3810356400.0,166734000000.0,113357000000.0,-2687047101.0,70268585411.0,-4017059653.0,201752000000.0,412427000000.0,210675000000.0,0.035,124288572807.901,-0.134,0.03065733489344385,1.3727755973052587,-0.057167219597552346,0.34829189009774375,-30.94018599277719,1.7687644070382067,0.6160462984649521,0.8177570093457944,0.1043613707165109,0.5996884735202492,0.13551401869158877,0.3052959501557632,0.3426791277258567,0.4680685358255452,0.19937694704049844,0.4680685358255452,0.5072689511941849,0.26116303219106957,0.19937694704049844,0.4680685358255452,0.49065420560747663,0.17601246105919002,0.19937694704049844
009620,1,0.0,197246512104.0,247955424821.0,3954249908.0,111504000000.0,1121069975.0,50312068311.0,355969927417.0,305657859106.0,0.042,47352879364.9762,-0.001,0.0,2.082970351670373,0.010054078553235759,2.216247587174254,42.23900418435183,0.42467426607992714,0.9411833175346357,0.0646417445482866,0.22741433021806853,0.985981308411215,0.6557632398753894,0.040498442367601244,0.5342679127725857,0.676791277258567,0.5475077881619937,0.676791277258567,0.42601246105919005,0.4101765316718588,0.5475077881619937,0.676791277258567,0.3052959501557632,0.37616822429906543,0.5475077881619937
009620,2,825399600.0,199680000000.0,260333000000.0,502021088.0,114700000000.0,-2687336673.0,45849573068.0,358400000000.0,312550000000.0,0.049,56112664253.2848,0.243,0.014709684720623147,2.117872176268814,-0.023429264803836093,2.501659062994702,-20.880399846083893,0.4892124172038779,1.2238312814238779,0.5638629283489096,0.13395638629283488,0.9906542056074766,0.14953271028037382,0.059190031152647975,0.6526479750778816,0.8084112149532711,0.8862928348909658,0.8084112149532711,0.5628245067497404,0.28712357217030116,0.8862928348909658,0.8084112149532711,0.6191588785046729,0.2102803738317757,0.8862928348909658
009620,3,825399600.0,192897000000.0,257664000000.0,-2558596135.0,105321000000.0,-7314903219.0,38809126689.0,350210000000.0,311401000000.0,0.045,57664395107.8422,0.032,0.014313851700973585,2.0787361789332244,-0.06945341592844732,2.713820407348976,-7.883138488840505,0.5475108962869912,1.4858510940205159,0.5467289719626168,0.09034267912772585,0.9968847352024922,0.1791277258566978,0.0763239875389408,0.7492211838006231,0.7406542056074766,0.6277258566978193,0.7406542056074766,0.5446521287642784,0.33489096573208726,0.6277258566978193,0.7406542056074766,0.5638629283489096,0.27102803738317754,0.6277258566978193
009780,2,1056000000.0,118287000000.0,60386683090.0,7096124526.0,47422388554.0,5844441823.0,142751000000.0,211024000000.0,68272885935.0,0.035,131472042282.452,0.115,0.008032125930859961,2.564375383441111,0.12324224909812205,0.33220354711350536,22.495226450036988,2.7723623016741223,0.9209878545857637,0.38161993769470404,0.7040498442367601,0.5794392523364486,0.4517133956386293,0.4750778816199377,0.5233644859813084,0.4680685358255452,0.7827102803738317,0.4680685358255452,0.5550363447559709,0.4833852544132918,0.7827102803738317,0.4680685358255452,0.5957943925233645,0.47585669781931467,0.7827102803738317
009780,3,1056000000.0,109530000000.0,61143981463.0,5597881978.0,47731643974.0,4269879289.0,147095000000.0,216444000000.0,69349503474.0,0.047,99440029561.4598,-0.213,0.010619465869600631,2.1689547459468916,0.0894559443903892,0.3244953531663211,23.288721490941377,2.0833145746169137,0.6760282125435132,0.45950155763239875,0.616822429906542,0.5623052959501558,0.4672897196261682,0.3691588785046729,0.397196261682243,0.778816199376947,0.09657320872274143,0.778816199376947,0.5462097611630322,0.4112149532710281,0.09657320872274143,0.778816199376947,0.5693146417445483,0.38006230529595014,0.09657320872274143
010040,2,1594669590.0,132787000000.0,72242500409.0,402130869.0,104517000000.0,664233243.0,227231000000.0,347833000000.0,120602000000.0,0.075,148046713282.231,0.193,0.01077139474862896,1.7897104717538312,0.006355265105198197,0.4599592485180279,222.8836253566294,1.4164845267490551,0.6515251584609097,0.4657320872274143,0.2071651090342679,0.7414330218068536,0.9470404984423676,0.22741433021806853,0.38317757009345793,0.9688473520249221,0.852803738317757,0.9688473520249221,0.47144340602284524,0.5192107995846313,0.852803738317757,0.9688473520249221,0.40031152647975077,0.5327102803738317,0.852803738317757
010040,3,1594669590.0,130585000000.0,88837566356.0,3547125292.0,103691000000.0,2575840969.0,220941000000.0,336749000000.0,115808000000.0,0.039,123817180798.662,-0.161,0.01287922709686855,1.818844503048024,0.024841509571708248,0.4693153375788106,48.068643324176435,1.1940976632365587,0.5604083479239345,0.5171339563862928,0.3130841121495327,0.7461059190031153,0.7009345794392523,0.18847352024922118,0.2881619937694704,0.602803738317757,0.16277258566978192,0.602803738317757,0.5254413291796469,0.3925233644859813,0.16277258566978192,0.602803738317757,0.5327102803738317,0.35669781931464173,0.16277258566978192
010100,1,2131529400.0,484955043194.0,477843837431.0,9409577262.0,366616000000.0,9223915273.0,310925367072.0,830672055692.0,519746688620.0,0.025,82368374757.7916,0.028,0.02587800726028492,2.0797388400258,0.025159609163266195,1.1791125421912065,8.929871136056303,0.2246720676615085,0.2649136528597161,0.764797507788162,0.31931464174454827,0.956386292834891,0.26947040498442365,0.014018691588785047,0.06697819314641744,0.18146417445482865,0.6137071651090342,0.18146417445482865,0.6801661474558672,0.11682242990654206,0.6137071651090342,0.18146417445482865,0.8722741433021807,0.03582554517133956,0.6137071651090342
010100,2,2131529400.0,540639000000.0,460483000000.0,25621806925.0,392724000000.0,32576516021.0,334033000000.0,878776000000.0,544743000000.0,0.054,113580086117.511,0.255,0.01876675280730726,2.1400845875538335,0.08295015334178711,1.1757041968907265,3.486563328143905,0.28921096270538854,0.34002654263953264,0.6557632398753894,0.5950155763239875,0.9548286604361371,0.19781931464174454,0.028037383177570093,0.10903426791277258,0.8613707165109035,0.8964174454828661,0.8613707165109035,0.735202492211838,0.11163032191069573,0.8964174454828661,0.8613707165109035,0.9602803738317757,0.03271028037383177,0.8964174454828661
010100,3,2131529400.0,552322000000.0,467871000000.0,11571638916.0,377881000000.0,15053670375.0,350961000000.0,906858000000.0,555897000000.0,0.081,193969187036.143,0.598,0.010989010329784102,2.1213147277969275,0.039837066100174394,1.076703679326193,12.885175655119458,0.5133075942853518,0.5526801753931149,0.4750778816199377,0.40031152647975077,0.9470404984423676,0.32087227414330216,0.06853582554517133,0.2757009345794392,0.9805295950155763,0.9672897196261683,0.9805295950155763,0.6074766355140188,0.22170301142263757,0.9672897196261683,0.9805295950155763,0.721183800623053,0.14174454828660435,0.9672897196261683
010240,1,2540974700.0,76000333902.0,20411677392.0,4606286088.0,39308230441.0,4222078314.0,91991958303.0,123584525952.0,31592567649.0,0.031,75661335756.8,0.045,0.03358352948152428,2.8472008378566933,0.10740952382318919,0.42730072460820845,17.920400838116713,1.9248217207427967,0.8224777160150157,0.8535825545171339,0.67601246105919,0.7040498442367601,0.3894080996884735,0.3302180685358255,0.48442367601246106,0.34657320872274144,0.6596573208722741,0.34657320872274144,0.7445482866043612,0.40134994807892,0.6596573208722741,0.34657320872274144,0.9688473520249221,0.36838006230529596,0.6596573208722741
010400,2,0.0,63990298813.0,15782172025.0,-1366594385.0,22030664582.0,-330870587.0,93033348481.0,109337000000.0,16303277261.0,0.037,45427150184.3273,-0.016,0.0,2.736466695646103,-0.015018638487662123,0.23680395193449663,-137.2958249212019,2.0619963603568836,0.4882869227083408,0.0646417445482866,0.15109034267912771,0.38161993769470404,0.0529595015576324,0.3629283489096573,0.21962616822429906,0.5311526479750779,0.5124610591900312,0.5311526479750779,0.19911734164070613,0.2118380062305296,0.5124610591900312,0.5311526479750779,0.045171339563862926,0.1261682242990654,0.5124610591900312
010420,2,512325300.0,79068241700.0,61196229500.0,-832701315.0,69653224063.0,-1059322032.0,49230656581.0,117471000000.0,68240020444.0,0.019,32973255587.6975,0.056,0.015537601333826175,2.3964959905097944,-0.015208513981231703,1.4148343512014392,-31.12675333056558,0.4733916632182571,0.6697663927281923,0.5841121495327103,0.14953271028037382,0.9781931464174455,0.13395638629283488,0.05451713395638629,0.3940809968847352,0.07554517133956386,0.6830218068535826,0.07554517133956386,0.5706126687435099,0.1941848390446521,0.6830218068535826,0.07554517133956386,0.6362928348909658,0.10747663551401869,0.6830218068535826
010420,3,512325300.0,84510725169.0,66073728713.0,-608648767.0,71502085863.0,-296424285.0,48947899181.0,122132000000.0,73183799510.0,0.024,28280357299.0277,-0.191,0.01811594155557625,2.388619347650252,-0.004145673254455223,1.460779462640448,-95.4049945638823,0.3955179343049328,0.5777609190108083,0.6339563862928349,0.17757009345794392,0.9813084112149533,0.0794392523364486,0.037383177570093455,0.3037383177570093,0.16199376947040497,0.11838006230529595,0.16199376947040497,0.5976116303219107,0.14018691588785046,0.11838006230529595,0.16199376947040497,0.6915887850467289,0.05841121495327103,0.11838006230529595
011200,2,586975000000.0,14280900000000.0,1935170000000.0,160218000000.0,2129990000000.0,610321000000.0,21482200000000.0,26644000000000.0,5161760000000.0,0.026,12988392803750.3,-0.117,0.045192273506735596,2.3544197604906354,0.2865370259954272,0.09915139045349172,21.281248398384292,6.097865625542984,0.6046107297819175,0.9299065420560748,0.9314641744548287,0.06542056074766354,0.43769470404984423,0.7523364485981309,0.3302180685358255,0.20638629283489096,0.23052959501557632,0.20638629283489096,0.6422637590861889,0.5067497403946002,0.23052959501557632,0.20638629283489096,0.7975077881619937,0.5202492211838006,0.23052959501557632
011200,3,586975000000.0,13284600000000.0,2011470000000.0,75816000000.0,2126600000000.0,95413000000.0,22075100000000.0,26531000000000.0,4455900000000.0,0.035,11203778563101.4,-0.149,0.052390806966959115,2.305213198342504,0.044866453493839935,0.09633478444038758,117.42402568938614,5.268399587652309,0.507530138622312,0.9501557632398754,0.43302180685358255,0.06074766355140187,0.8629283489096573,0.7040498442367601,0.24143302180685358,0.4680685358255452,0.18457943925233644,0.4680685358255452,0.48130841121495327,0.602803738317757,0.18457943925233644,0.4680685358255452,0.4221183800623053,0.6542056074766355,0.18457943925233644
011700,1,0.0,80482573415.0,25945253127.0,57545210.0,9723556573.0,1005757561.0,94094949298.0,122308859621.0,28213910323.0,0.035,209277701198.769,-0.097,0.0,5.618187731879468,0.10343515291439237,0.10333770989349665,208.07966980699538,21.52275246486284,2.224111950323536,0.0646417445482866,0.6526479750778816,0.0763239875389408,0.9392523364485982,0.9548286604361371,0.8753894080996885,0.4680685358255452,0.26557632398753894,0.4680685358255452,0.26453790238836966,0.9231568016614746,0.26557632398753894,0.4680685358255452,0.0794392523364486,0.9657320872274143,0.26557632398753894
011700,2,324461510.0,73163480833.0,21695911667.0,-1292183891.0,14165966756.0,-1543904828.0,91541802602.0,114602000000.0,23060121353.0,0.035,180076169212.297,-0.191,0.0018018014899988401,5.802930791237718,-0.10898690181847834,0.15474861050737604,-116.63683275449735,12.71188703983268,1.9671452222069776,0.1838006230529595,0.05763239875389408,0.1822429906542056,0.06542056074766354,0.9127725856697819,0.8582554517133957,0.4680685358255452,0.11838006230529595,0.4680685358255452,0.14122533748701974,0.6121495327102804,0.11838006230529595,0.4680685358255452,0.021806853582554516,0.6713395638629284,0.11838006230529595
011700,3,324461510.0,74245155342.0,21825368872.0,1090659317.0,15617492780.0,1868663267.0,93457932306.0,116648000000.0,23189578558.0,0.053,159310597239.688,-0.032,0.0020366599311145454,5.3124268933468155,0.1196519373066744,0.16710719352173553,85.25377474532868,10.200779310985409,1.7046146808562954,0.18847352024922118,0.6915887850467289,0.20404984423676012,0.8146417445482866,0.8753894080996885,0.8084112149532711,0.8504672897196262,0.4649532710280374,0.8504672897196262,0.3613707165109034,0.8328141225337488,0.4649532710280374,0.8504672897196262,0.19781931464174454,0.9096573208722741,0.4649532710280374
012200,2,857000000.0,156335000000.0,102291000000.0,-311027825.0,98225315088.0,2120017717.0,128191000000.0,235367000000.0,107176000000.0,0.029,59617996993.2944,-0.019,0.014374853957210136,2.152229642974554,0.021583211162017422,0.7662418975435092,28.12146168177254,0.6069514456622783,0.46507162744104036,0.5482866043613707,0.29750778816199375,0.8925233644859814,0.5295950155763239,0.09034267912772585,0.205607476635514,0.2827102803738318,0.5062305295950156,0.2827102803738318,0.5794392523364486,0.2751817237798546,0.5062305295950156,0.2827102803738318,0.6580996884735203,0.19626168224299065,0.5062305295950156
012200,3,857000000.0,170709000000.0,117614000000.0,-982697648.0,96460248620.0,-536481464.0,127824000000.0,250213000000.0,122389000000.0,0.027,55670689711.0914,-0.122,0.015394097045455822,2.1222554167361465,-0.005561684441779122,0.7546333131493304,-103.77001526951433,0.5771360794476397,0.4355261117715875,0.5794392523364486,0.17289719626168223,0.8862928348909658,0.07476635514018691,0.08099688473520249,0.17445482866043613,0.235202492211838,0.22118380062305296,0.235202492211838,0.5462097611630322,0.11007268951194184,0.22118380062305296,0.235202492211838,0.5693146417445483,0.02881619937694704,0.22118380062305296
012320,1,11038500.0,222551144853.0,63062304180.0,3555217600.0,80652449341.0,3596647097.0,452876475696.0,571926704389.0,119050228693.0,0.06,253293956840.238,0.006,4.357980007775075e-05,2.0594243394880243,0.044594393925884525,0.17808928851305392,70.42502364257896,3.140561246556898,0.5593003179309877,0.13862928348909656,0.4252336448598131,0.2367601246105919,0.7834890965732088,0.5186915887850467,0.2866043613707165,0.9065420560747663,0.57398753894081,0.9065420560747663,0.26687435098650053,0.5295950155763239,0.57398753894081,0.9065420560747663,0.08333333333333333,0.5521806853582555,0.57398753894081
